Group Exit Status,Classroom,Subject,exited_at,GroupID,Group Name,Number of Students,T1,DIP/T2/T3,First Lesson Date,Last Lesson Date,Number of Lesson of Type L(Lesson),Number of Lesson of Type R(Reteach),Number of Lesson of Type C(custom),Total Lesson Taught,Last Lesson Enter,Number of Weekly Assessments,Exit Assessments Given,,
Close,PL4,Math,12/15/15,1722,T1 Number Symbols,7,7,0,11/18/15,12/15/15,6,0,0,6,2.3,0,Yes,,
Close,PL4,Math,2/2/16,1723,T1 Number Symbols,7,7,0,11/18/15,12/17/15,11,0,0,11,4.1,0,Yes,,
Close,LP3,Literacy,1/28/16,1725,T1 Syllables,5,5,0,11/18/15,1/28/16,10,0,0,10,4.1,1,Yes,,
Close,LP3,Literacy,1/28/16,1726,T1 Phonemes,6,5,1,11/18/15,1/28/16,16,0,0,16,3.3,3,Yes,,
Open,PL1,Language,NULL,2409,T1 Expression: Ask & Answer,5,5,0,2/1/16,3/14/16,4,0,0,4,2.1,0,No,,
Close,OK8,Literacy,12/14/15,1746,T1 Rhyme,5,5,0,11/18/15,12/3/15,6,0,0,6,2.3,0,Yes,,
Close,OK8,Literacy,12/14/15,1747,T1 Phonemes,4,4,0,11/18/15,12/3/15,6,0,0,6,2.2,0,Yes,,
Close,OK8,Literacy,12/14/15,1748,T1 Phonemes,4,4,0,11/18/15,12/3/15,5,0,0,5,2.2,0,Yes,,
Open,CH4,ELL,NULL,2738,T2 ELL Units 7-8,1,0,1,2/16/16,3/13/16,12,0,0,12,4.3,1,No,,
Open,CH4,ELL,NULL,2739,T1 ELL Units 7-8 DIP,4,0,4,2/9/16,3/13/16,0,0,0,0,NULL,6,No,,
Open,PSP2,ELL,NULL,2752,T1 ELL Units 7-8 DIP,1,0,1,2/12/16,3/12/16,0,0,0,0,NULL,4,No,,
Open,CH5,ELL,NULL,2740,T1 ELL Units 7-8 DIP,1,0,1,2/19/16,3/11/16,0,0,0,0,NULL,4,No,,
Close,OK8,Math,12/14/15,1754,T1 One-to-One,2,2,0,11/18/15,11/18/15,2,0,0,2,4.2,0,No,,
Close,OK8,Math,12/14/15,1755,T1 Rational Counting,5,5,0,11/18/15,11/18/15,5,0,0,5,4.5,0,No,,
Close,OK8,Math,12/14/15,1756,T1 Rational Counting,5,5,0,11/18/15,11/18/15,2,0,0,2,4.2,0,No,,
Open,CH5,ELL,NULL,2741,T2 ELL Units 7-8,2,0,2,2/10/16,3/11/16,12,0,0,12,4.3,4,No,,
Close,LP2,Literacy,12/8/15,1767,T1 Word Awareness,2,1,1,11/24/15,11/30/15,4,0,0,4,3.3,0,Yes,,
Close,LP2,Literacy,12/9/15,1768,T1 Rhyme,6,3,3,11/19/15,12/3/15,4,2,0,6,4.1,0,No,,
Close,CH4,Literacy,12/15/15,1769,T1 Phonemes,5,5,0,11/24/15,12/7/15,5,0,0,5,2.2,0,Yes,,
Close,LP2,Literacy,1/14/16,1771,T1 Rhyme,5,5,0,11/19/15,1/14/16,6,0,0,6,2.3,1,Yes,,
Close,LP2,Literacy,11/18/15,1774,T1 Word Awareness,9,9,0,11/18/15,11/18/15,0,0,0,0,NULL,0,Yes,,
Close,LP2,Literacy,11/18/15,1776,T1 Rhyme,1,1,0,11/18/15,11/18/15,0,0,0,0,NULL,0,Yes,,
Close,LP2,Literacy,12/1/15,1777,T1 Word Awareness,1,1,0,11/18/15,11/18/15,0,0,0,0,NULL,0,Yes,,
Close,PSP1,Math,12/9/15,1778,T1 Quantification,6,6,0,11/19/15,12/2/15,5,0,0,5,1.5,0,No,,
Open,LP2,ELL,NULL,2749,T1 ELL Units 7-8 DIP,2,0,2,2/17/16,3/11/16,0,0,0,0,NULL,4,No,,
Close,PSP1,Math,2/10/16,1780,T1 Rational Counting,5,5,0,11/18/15,2/10/16,15,0,0,15,3.4,0,Yes,,
Close,PSP1,Math,2/10/16,1781,T1 Rational Counting,6,6,0,11/18/15,2/10/16,13,0,0,13,3.2,0,Yes,,
Close,CH1,Articulation,NULL,1782,T2 K and G,2,0,2,11/19/15,1/14/16,15,0,0,15,5.3,4,No,,
Close,SW1,Articulation,NULL,1783,T2 K and G,1,0,1,11/18/15,2/10/16,16,9,0,25,6.3,3,No,,
Close,SW5,Literacy,2/5/16,1784,RAZ,5,5,0,12/17/15,12/17/15,12,0,0,12,4.3,4,No,,
Close,SW5,Literacy,2/5/16,1785,T1 Phonemes,2,2,0,12/17/15,12/17/15,3,1,0,4,1.31,0,No,,
Close,SW5,Literacy,2/5/16,1786,T1 Rhyme,6,5,1,12/17/15,12/17/15,17,8,0,25,5.3,2,Yes,,
Open,PSP3,ELL,NULL,2753,T1 ELL Units 7-8 DIP,1,0,1,2/17/16,3/11/16,0,0,0,0,NULL,4,No,,
Open,SW2,Literacy,NULL,2721,T1 Phonemes,2,2,0,2/9/16,3/11/16,8,2,0,10,3.21,0,Yes,,
Close,SW3,Language,2/3/16,1789,T1 Expression: Ask & Answer,4,4,0,1/21/16,1/21/16,4,0,0,4,2.1,0,No,,
Close,SW3,Language,2/3/16,1790,T1 Expression: Ask & Answer,5,5,0,1/21/16,1/21/16,4,0,0,4,2.1,0,No,,
Close,SW3,Language,2/3/16,1791,T1 Expression: Ask & Answer,6,6,0,1/21/16,1/21/16,4,0,0,4,2.1,0,No,,
Open,CH5,Math,NULL,2362,T2 Rote Counting,5,1,4,2/3/16,3/10/16,12,0,0,12,5.3,0,No,,
Open,SW3,Language,NULL,2616,T1 Expression: Ask & Answer,6,6,0,2/3/16,3/10/16,6,1,0,7,2.31,0,Yes,,
Open,LP2,Literacy,NULL,2344,T1 Phonemes,4,4,0,2/2/16,3/10/16,14,3,0,17,4.3,0,Yes,,
Open,SW3,Language,NULL,1788,T1 Expression: Descriptive Language,5,5,0,11/19/15,3/10/16,7,1,0,8,2.31,1,No,,
Close,LP3,Literacy,12/1/15,1797,T1 Rhyme,1,0,1,11/19/15,11/19/15,1,0,0,1,5.1,0,No,,
Open,SW3,Language,NULL,2612,T1 Expression: Descriptive Language,3,3,0,2/9/16,3/10/16,4,0,0,4,2.1,0,No,,
Open,SW3,Language,NULL,2613,T1 Oral Comprehension,3,3,0,2/9/16,3/10/16,4,0,0,4,2.1,0,No,,
Open,SW3,Language,NULL,2615,T1 Conversations,1,1,0,2/9/16,3/10/16,3,0,0,3,1.3,0,No,,
Open,CH6,Math,NULL,2562,T1 Rote Counting,6,6,0,2/2/16,3/9/16,13,0,0,13,4.3,0,Yes,,
Open,LP3,Math,NULL,2932,T1 Addition Strategies,5,5,0,3/9/16,3/9/16,2,0,0,2,1.2,0,No,,
Close,PSP2,Literacy,1/28/16,1815,T1 Rhyme,6,4,2,11/20/15,12/4/15,4,3,0,7,2.3,0,No,,
Close,PSP2,Literacy,1/28/16,1816,T1 Rhyme,5,5,0,11/20/15,12/4/15,4,2,0,6,2.3,0,No,,
Close,PSP2,Literacy,12/9/15,1817,T1 Syllables,4,4,0,11/20/15,12/9/15,4,1,0,5,2.31,0,Yes,,
Close,PSP2,Literacy,2/8/16,1818,T2 Word Awareness,3,3,0,11/20/15,12/9/15,3,3,0,6,1.31,0,No,,
Open,LP3,Math,NULL,2933,T1 Subtraction Strategies,4,4,0,3/9/16,3/9/16,2,0,0,2,1.2,0,No,,
Open,DP5,Math,NULL,2294,T1 Number Symbols,4,4,0,1/29/16,3/9/16,4,0,0,4,2.1,0,No,,
Open,DP5,Math,NULL,2679,T1 Addition Strategies,5,5,0,2/5/16,3/9/16,3,0,0,3,1.3,0,No,,
Open,DP5,Math,NULL,2292,T1 Rational Counting,3,3,0,2/16/16,3/9/16,2,0,0,2,1.2,0,No,,
Open,DP5,Math,NULL,2293,T1 Rational Counting,3,3,0,1/29/16,3/9/16,4,0,0,4,2.1,0,No,,
Open,DP5,Math,NULL,2681,T1 Addition Strategies,6,6,0,2/5/16,3/9/16,4,0,0,4,2.1,0,No,,
Close,DK1,Literacy,2/1/16,1825,T1 Rhyme,6,5,1,11/20/15,2/1/16,4,5,0,9,4.3,0,Yes,,
Close,DK1,Literacy,1/29/16,1826,T1 Rhyme,6,4,2,11/20/15,12/9/15,6,2,0,8,5.3,0,Yes,,
Close,DK1,Literacy,2/1/16,1827,T1 Phonemes,6,6,0,11/20/15,2/1/16,5,3,0,8,2.2,0,Yes,,
Close,DK1,Literacy,12/8/15,1828,T1 Syllables,5,5,0,11/20/15,12/3/15,7,0,0,7,2.3,0,Yes,,
Close,SW4,Language,1/31/16,1829,T1 Expression: Descriptive Language,6,5,1,12/12/15,1/31/16,6,0,0,6,1.3,0,No,,
Close,PSP2,Articulation,NULL,1837,T2 K and G,1,0,1,11/22/15,11/22/15,3,0,0,3,1.3,1,No,,
Close,SW3,Literacy,2/3/16,1839,T1 Rhyme,6,6,0,11/23/15,2/3/16,9,2,0,11,3.21,0,Yes,,
Close,CH3,Literacy,2/1/16,1840,T1 Phonemes,1,1,0,12/1/15,12/15/15,5,0,0,5,2.2,0,No,,
Close,PSP4,Literacy,2/1/16,1841,T2 Rhyme,4,0,4,11/24/15,12/18/15,16,0,0,16,5.3,0,No,,
Close,PSP3,Math,1/14/16,1850,T1 Rational Counting,7,7,0,12/3/15,1/3/16,7,0,0,7,2.5,1,Yes,,
Close,PSP3,Math,1/21/16,1851,T1 Number Symbols,5,5,0,12/3/15,1/20/16,4,0,0,4,1.4,0,Yes,,
Close,PSP3,Math,1/3/16,1852,T1 Comparative Value,5,5,0,12/3/15,12/3/15,3,0,0,3,1.2,0,No,,
Open,PL1,Math,NULL,2098,T1 Quantification,7,7,0,1/27/16,3/9/16,10,0,0,10,3.3,0,Yes,,
Close,PL3,Math,12/4/15,1855,T1 Rational Counting,2,2,0,11/23/15,11/23/15,0,0,0,0,NULL,0,Yes,,
Close,PSP3,Math,1/3/16,1856,T1 Comparative Value,5,5,0,12/3/15,1/3/16,7,0,0,7,2.3,0,Yes,,
Close,CH5,Literacy,1/30/16,1857,T1 Phonemes,1,1,0,11/23/15,1/20/16,6,1,0,7,3.1,0,No,,
Close,PL2,Math,2/1/16,1858,T1 Quantification,5,5,0,11/30/15,2/1/16,10,2,0,12,3.2,0,Yes,,
Close,LP3,Math,11/23/15,1860,T1 Number Symbols,6,6,0,11/23/15,11/23/15,0,0,0,0,NULL,0,Yes,,
Close,PSP3,Literacy,12/6/15,1867,T1 Compound Words,6,6,0,12/6/15,12/6/15,6,0,0,6,2.3,1,Yes,,
Close,OK1,Math,2/1/16,1868,T1 One-to-One,5,5,0,12/1/15,12/11/15,4,0,0,4,2.3,0,No,,
Close,OK1,Math,2/1/16,1869,T1 Rote Counting,4,4,0,12/1/15,12/11/15,3,4,0,7,2.11,0,Yes,,
Close,OK1,Math,2/1/16,1870,T1 Rational Counting,7,7,0,12/1/15,12/10/15,3,0,0,3,1.3,0,No,,
Close,OK1,Literacy,2/1/16,1871,T1 Rhyme,4,4,0,12/1/15,12/17/15,6,0,0,6,2.1,2,Yes,,
Close,OK1,Language,2/1/16,1872,T1 Oral Comprehension,6,6,0,12/14/15,12/14/15,9,0,0,9,3.3,0,Yes,,
Close,OK1,Language,2/1/16,1873,T1 Expression: Descriptive Language,5,5,0,12/11/15,12/11/15,1,0,0,1,1.3,0,No,,
Open,SW1,Literacy,NULL,2898,T1 Phonemes,4,4,0,2/24/16,3/9/16,3,0,0,3,1.3,0,No,,
Open,SW3,Literacy,NULL,2624,T1 Initial Sounds,1,1,0,2/8/16,3/9/16,6,3,0,9,2.31,2,Yes,,
Open,OK1,Literacy,NULL,2952,T1 Compound Words,5,5,0,3/8/16,3/9/16,3,0,0,3,1.3,0,No,,
Open,OK1,Literacy,NULL,2605,T1 Rhyme,5,5,0,2/3/16,3/9/16,11,2,0,13,4.2,0,Yes,,
Open,DK2,Literacy,NULL,2328,T1 Rhyme,3,3,0,2/2/16,3/9/16,7,1,0,8,3.1,0,No,,
Close,CH6,Math,2/2/16,1891,T1 Subtraction Strategies,5,5,0,11/30/15,1/19/16,11,1,0,12,3.3,0,No,,
Open,OK6,Literacy,NULL,2054,T1 Phonemes,5,5,0,12/10/15,3/8/16,23,2,0,25,5.3,0,Yes,,
Close,SW3,Literacy,1/26/16,1896,T1 Syllables,5,5,0,12/1/15,1/7/16,8,0,0,8,2.3,0,Yes,,
Close,SW3,Literacy,1/7/16,1897,T1 Syllables,5,5,0,12/1/15,1/5/16,6,0,0,6,2.3,0,Yes,,
Open,CH5,Literacy,NULL,2397,T1 Compound Words,6,6,0,2/3/16,3/8/16,12,0,0,12,3.3,0,No,,
Close,LP1,Math,2/1/16,1900,T1 Rational Counting,1,1,0,11/30/15,1/28/16,9,3,0,12,5.3,2,Yes,,
Close,SW3,Math,1/26/16,1902,T1 Number Symbols,6,6,0,12/9/15,1/5/16,6,0,0,6,2.1,2,No,,
Close,SW3,Math,1/26/16,1903,T1 Number Symbols,5,5,0,12/1/15,1/5/16,7,0,0,7,2.1,1,No,,
Close,SW3,Math,1/26/16,1904,T1 Quantification,7,7,0,12/1/15,1/5/16,6,1,0,7,2.1,0,No,,
Close,DP5,Literacy,2/5/16,1905,T1 Phonemes,3,3,0,12/6/15,2/4/16,9,0,0,9,4.3,3,Yes,,
Close,SW3,Math,1/26/16,1906,T1 Comparative Value,1,1,0,12/9/15,1/21/16,4,0,0,4,1.4,0,No,,
Close,DP5,Literacy,2/5/16,1907,T1 Phonemes,6,6,0,12/6/15,2/4/16,6,0,0,6,2.3,3,Yes,,
Close,DP5,Literacy,2/5/16,1908,T1 Phonemes,6,6,0,12/6/15,2/4/16,10,0,0,10,4.3,3,Yes,,
Close,CH3,Math,2/1/16,1909,T1 Comparative Value,5,5,0,12/4/15,12/8/15,3,0,0,3,1.3,0,No,,
Close,CH3,Math,2/1/16,1910,T1 Comparative Value,7,7,0,12/1/15,12/8/15,3,0,0,3,1.3,0,No,,
Close,OK3,Math,1/3/16,1924,T2 One-to-One,7,1,6,1/3/16,1/3/16,3,1,0,4,1.3,1,No,,
Close,CH5,Literacy,1/31/16,1929,T1 Rhyme,2,2,0,12/2/15,1/29/16,7,4,0,11,2.31,2,No,,
Open,OK1,Literacy,NULL,2604,T1 Rhyme,5,5,0,2/3/16,3/8/16,7,5,0,12,3.1,0,Yes,,
Open,OK6,Literacy,NULL,2848,T1 Phonemes,3,3,0,2/23/16,3/8/16,4,0,0,4,2.1,0,No,,
Close,DP3,Literacy,12/15/15,1932,T1 Rhyme,7,4,3,12/3/15,12/14/15,3,3,0,6,3.3,0,Yes,,
Close,LP2,Math,1/29/16,1935,T1 Quantification,6,6,0,12/3/15,12/17/15,7,0,0,7,2.3,0,Yes,,
Open,OK1,Literacy,NULL,2601,T1 Rhyme,4,4,0,2/3/16,3/8/16,10,3,0,13,3.3,0,Yes,,
Open,OK6,Literacy,NULL,2826,T1 Rhyme,5,5,0,2/17/16,3/8/16,13,3,0,16,4.311,0,No,,
Close,CH1,ELL,NULL,1942,T2 ELL Units 5-6,1,0,1,12/9/15,1/14/16,9,0,0,9,3.3,3,No,,
Close,CH1,ELL,NULL,1943,T1 ELL Units 5-6 DIP,2,0,2,12/11/15,1/14/16,0,0,0,0,NULL,4,No,,
Close,CH2,ELL,NULL,1944,T1 ELL Units 5-6 DIP,2,0,2,12/3/15,1/20/16,0,0,0,0,NULL,2,No,,
Close,CH3,ELL,NULL,1945,T1 ELL Units 5-6 DIP,2,0,2,12/9/15,3/4/16,0,0,0,0,NULL,6,No,,
Close,CH3,ELL,NULL,1946,T2 ELL Units 5-6,2,0,2,12/9/15,3/4/16,7,0,0,7,3.1,2,No,,
Close,CH4,ELL,NULL,1947,T1 ELL Units 5-6 DIP,4,0,4,12/3/15,2/7/16,0,0,0,0,NULL,6,No,,
Close,CH4,ELL,NULL,1948,T2 ELL Units 5-6,1,0,1,12/9/15,2/7/16,18,0,0,18,6.3,3,No,,
Close,CH5,ELL,NULL,1949,T1 ELL Units 5-6 DIP,1,0,1,12/3/15,1/29/16,0,0,0,0,NULL,6,No,,
Close,CH5,ELL,NULL,1950,T2 ELL Units 5-6,2,0,2,12/3/15,1/29/16,20,0,0,20,6.3,5,No,,
Close,CH8,ELL,NULL,1951,T1 ELL Units 5-6 DIP,4,0,4,12/3/15,2/1/16,0,0,0,0,NULL,5,No,,
Close,DK2,ELL,NULL,1952,T2 ELL Units 5-6,4,0,4,12/9/15,2/8/16,15,0,0,15,6.3,5,No,,
Close,LP2,ELL,NULL,1954,T1 ELL Units 5-6 DIP,2,0,2,12/7/15,2/6/16,0,0,0,0,NULL,7,No,,
Close,LP2,ELL,NULL,1955,T2 ELL Units 5-6,1,0,1,12/7/15,2/6/16,17,0,0,17,6.3,1,No,,
Close,OK3,ELL,NULL,1956,T1 ELL Units 5-6 DIP,1,0,1,12/9/15,2/2/16,0,0,0,0,NULL,6,No,,
Close,OK8,ELL,NULL,1957,T1 ELL Units 5-6 DIP,1,0,1,12/3/15,2/5/16,0,0,0,0,NULL,6,No,,
Close,PSP1,ELL,NULL,1958,T1 ELL Units 5-6 DIP,2,0,2,1/20/16,2/10/16,0,0,0,0,NULL,6,No,,
Close,PSP2,ELL,NULL,1959,T1 ELL Units 5-6 DIP,1,0,1,12/7/15,2/8/16,0,0,0,0,NULL,5,No,,
Close,PSP3,ELL,NULL,1960,T1 ELL Units 5-6 DIP,1,0,1,12/6/15,2/5/16,0,0,0,0,NULL,6,No,,
Close,SW1,ELL,NULL,1961,T1 ELL Units 5-6 DIP,1,0,1,12/16/15,2/16/16,0,0,0,0,NULL,6,No,,
Close,SW2,ELL,NULL,1962,T2 ELL Units 5-6,2,0,2,12/4/15,2/8/16,28,0,0,28,6.3,9,No,,
Close,SW2,ELL,NULL,1963,T1 ELL Units 5-6 DIP,1,0,1,12/4/15,12/4/15,0,0,0,0,NULL,1,No,,
Close,SW3,ELL,NULL,1964,T1 ELL Units 5-6 DIP,2,0,2,12/8/15,1/29/16,0,0,0,0,NULL,6,No,,
Close,SW4,ELL,NULL,1965,T2 ELL Units 5-6,1,0,1,12/8/15,2/7/16,18,0,0,18,6.3,6,No,,
Close,LP2,Math,1/29/16,1966,T1 Quantification,8,8,0,12/3/15,1/28/16,6,0,0,6,2.3,0,Yes,,
Close,SW3,Math,1/26/16,1967,T1 Rational Counting,1,0,1,12/3/15,12/14/15,5,0,0,5,1.5,0,No,,
Open,DK2,Math,NULL,1812,T1 Rational Counting,7,7,0,12/2/15,3/7/16,10,4,0,14,3.2,0,No,,
Close,DP3,Math,2/5/16,1973,T1 Rational Counting,6,6,0,12/3/15,2/5/16,20,0,0,20,2.5,0,Yes,,
Open,DP1,Literacy,NULL,2372,T1 Rhyme,6,6,0,2/1/16,3/7/16,3,10,0,13,3.211,1,Yes,,
Open,DP1,Literacy,NULL,2374,T1 Rhyme,8,8,0,2/1/16,3/7/16,2,7,0,9,3.21,2,Yes,,
Close,DK1,Math,3/1/16,1976,T1 Rote Counting,7,1,6,12/7/15,3/1/16,17,4,0,21,3.51,1,Yes,,
Open,OK7,Math,NULL,2285,T1 Addition Strategies,7,7,0,2/4/16,3/7/16,10,0,0,10,2.5,3,Yes,,
Close,DK1,Math,2/4/16,1978,T1 Rational Counting,6,6,0,12/9/15,2/4/16,15,2,0,17,4.3,0,Yes,,
Open,OK7,Math,NULL,2287,T1 Addition Strategies,1,1,0,2/4/16,3/7/16,9,0,0,9,2.5,2,Yes,,
Open,DK2,Math,NULL,1811,T1 Rote Counting,5,0,5,12/1/15,3/7/16,13,4,0,17,3.31,1,Yes,,
Close,PSP3,Math,12/4/15,1983,T1 Rational Counting,7,7,0,12/4/15,12/4/15,0,0,0,0,NULL,0,Yes,,
Close,PSP3,Math,12/4/15,1984,T1 Rational Counting,5,5,0,12/4/15,12/4/15,0,0,0,0,NULL,0,Yes,,
Close,PL4,Literacy,12/11/15,1985,T1 Syllables,2,2,0,12/11/15,12/11/15,0,0,0,0,NULL,0,Yes,,
Close,PL3,Math,12/4/15,1989,T1 Quantification,3,3,0,12/4/15,12/4/15,0,0,0,0,NULL,0,Yes,,
Close,PSP3,Math,12/6/15,1992,T1 Quantification,6,6,0,12/6/15,12/6/15,0,0,0,0,NULL,0,Yes,,
Close,PSP3,Math,12/6/15,1993,T1 Quantification,3,3,0,12/6/15,12/6/15,0,0,0,0,NULL,0,Yes,,
Close,PSP3,Literacy,2/17/16,1994,T1 Phonemes,9,9,0,1/20/16,2/17/16,6,0,0,6,2.3,1,Yes,,
Close,PSP3,Literacy,1/20/16,1995,T1 Compound Words,4,4,0,1/20/16,1/20/16,6,0,0,6,2.3,0,Yes,,
Close,OK6,Math,12/8/15,2001,T1 Quantification,8,8,0,12/8/15,12/8/15,0,0,0,0,NULL,0,Yes,,
Close,OK6,Math,12/7/15,2002,T1 Quantification,8,8,0,12/7/15,12/7/15,0,0,0,0,NULL,0,Yes,,
Close,PL4,Literacy,12/8/15,2003,T1 Word Awareness,2,2,0,12/7/15,12/7/15,0,0,0,0,NULL,0,Yes,,
Close,PL4,Math,12/11/15,2005,T1 Rational Counting,2,2,0,12/11/15,12/11/15,0,0,0,0,NULL,0,Yes,,
Open,OK7,Math,NULL,2286,T1 Addition Strategies,7,7,0,2/4/16,3/7/16,12,0,0,12,2.5,3,Yes,,
Open,DK4,Literacy,NULL,2446,T1 Rhyme,3,2,1,2/1/16,3/7/16,9,0,0,9,3.3,1,Yes,,
Open,DK4,Literacy,NULL,2448,T1 Phonemes,5,5,0,2/1/16,3/7/16,9,0,0,9,2.3,1,Yes,,
Open,DK4,Literacy,NULL,2449,RAZ,7,7,0,2/1/16,3/7/16,11,0,0,11,4.2,0,No,,
Close,PL4,Math,12/11/15,2011,T1 Quantification,1,1,0,12/11/15,12/11/15,0,0,0,0,NULL,0,Yes,,
Close,PL4,Math,2/2/16,2012,T1 Quantification,8,8,0,12/11/15,1/29/16,0,0,0,0,NULL,0,Yes,,
Close,PL4,Math,12/11/15,2013,T1 Quantification,7,7,0,12/8/15,12/11/15,0,0,0,0,NULL,0,Yes,,
Close,PL4,Math,2/2/16,2014,T1 Rational Counting,8,8,0,12/11/15,1/29/16,0,0,0,0,NULL,0,Yes,,
Close,PL3,Math,2/1/16,2015,T1 Rational Counting,3,3,0,2/1/16,2/1/16,0,0,0,0,NULL,0,Yes,,
Close,DP2,Literacy,1/28/16,2016,T1 Syllables,4,4,0,12/8/15,1/20/16,3,0,0,3,1.3,0,Yes,,
Close,OK7,Math,1/28/16,2018,T1 Comparative Value,6,6,0,12/8/15,12/8/15,1,0,0,1,1.1,0,No,,
Close,LP2,Literacy,2/4/16,2019,T1 Rhyme,7,4,3,12/14/15,2/2/16,5,2,0,7,2.2,1,No,,
Close,OK6,Math,12/8/15,2020,T1 Rational Counting,6,6,0,12/8/15,12/8/15,0,0,0,0,NULL,0,Yes,,
Close,SW1,Math,2/4/16,2021,T1 Rational Counting,6,6,0,12/9/15,12/9/15,2,0,0,2,4.2,0,No,,
Close,SW1,Math,2/24/16,2022,T1 Rote Counting,6,6,0,2/10/16,2/24/16,10,1,0,11,2.3,0,Yes,,
Close,SW1,Math,2/4/16,2023,T1 Rational Counting,5,5,0,12/9/15,12/9/15,3,0,0,3,4.3,0,No,,
Open,CH2,ELL,NULL,2735,T1 ELL Units 7-8 DIP,2,0,2,3/7/16,3/7/16,0,0,0,0,NULL,4,No,,
Close,OK6,Math,12/8/15,2025,T1 Quantification,3,3,0,12/8/15,12/8/15,0,0,0,0,NULL,0,Yes,,
Close,SW1,Math,2/4/16,2026,T1 Rational Counting,6,6,0,12/9/15,12/9/15,3,0,0,3,4.3,0,No,,
Close,OK6,Math,2/29/16,2027,T1 Addition Strategies,6,6,0,12/16/15,2/29/16,12,0,0,12,4.3,0,Yes,,
Close,OK3,Literacy,2/3/16,2029,T1 Rhyme,6,6,0,12/9/15,2/3/16,5,1,0,6,2.2,0,Yes,,
Close,OK3,Literacy,2/3/16,2030,T1 Rhyme,4,4,0,12/10/15,2/3/16,6,0,0,6,2.3,1,Yes,,
Close,OK3,Literacy,2/3/16,2031,T1 Compound Words,5,5,0,12/9/15,2/2/16,5,0,0,5,2.2,0,Yes,,
Close,PL2,Literacy,2/12/16,2034,T1 Phonemes,8,8,0,12/9/15,2/12/16,3,13,0,16,1.3111,0,No,,
Close,OK3,Literacy,2/3/16,2035,T1 Word Awareness,5,0,5,12/9/15,12/17/15,4,0,0,4,2.1,0,No,,
Close,PSP2,Literacy,1/28/16,2036,T1 Compound Words,6,6,0,12/9/15,1/12/16,6,0,0,6,2.3,0,No,,
Close,OK3,Language,12/11/15,2037,T1 Expression: Descriptive Language,4,4,0,12/11/15,12/11/15,2,0,0,2,1.2,0,No,,
Open,LP3,Math,NULL,2931,T1 Comparative Value,5,5,0,3/7/16,3/7/16,4,0,0,4,1.3,0,No,,
Close,PSP1,Math,1/6/16,2039,T1 Quantification,6,6,0,12/14/15,1/5/16,2,0,0,2,2.3,0,Yes,,
Close,OK3,Math,2/10/16,2044,T1 Number Symbols,2,2,0,1/3/16,2/3/16,9,0,0,9,3.3,0,Yes,,
Close,OK3,Math,2/10/16,2045,T1 Rational Counting,4,4,0,1/3/16,2/3/16,9,2,0,11,3.3,0,Yes,,
Close,OK3,Math,2/10/16,2046,T1 Rational Counting,4,4,0,12/10/15,2/3/16,11,2,0,13,3.3,0,Yes,,
Close,LP2,Literacy,2/10/16,2053,T1 Syllables,8,8,0,12/16/15,2/8/16,7,0,0,7,2.3,5,Yes,,
Open,LP3,Math,NULL,2930,T1 Number Symbols,4,4,0,3/7/16,3/7/16,6,0,0,6,4.3,0,No,,
Close,OK6,Literacy,12/10/15,2055,T1 Syllables,3,3,0,12/10/15,12/10/15,11,0,0,11,3.3,0,Yes,,
Close,PSP4,Math,12/18/15,2056,T1 Comparative Value,5,5,0,12/18/15,12/18/15,7,0,0,7,2.1,2,Yes,,
Open,DP1,Literacy,NULL,2899,T1 Compound Words,6,6,0,2/25/16,3/7/16,5,2,0,7,2.111,0,No,,
Open,LP3,Literacy,NULL,2280,T1 Initial Sounds,5,5,0,2/17/16,3/7/16,6,4,0,10,2.31,0,Yes,,
Open,CH1,Literacy,NULL,2411,T1 Rhyme,4,4,0,2/1/16,3/7/16,7,9,0,16,2.311,0,No,,
Close,SW4,Literacy,1/11/16,2060,T1 Compound Words,3,3,0,12/10/15,1/11/16,7,0,0,7,2.3,0,Yes,,
Close,DP4,Math,2/23/16,2061,T1 Comparative Value,6,6,0,2/3/16,2/23/16,5,0,0,5,1.5,0,Yes,,
Close,OK6,Literacy,12/10/15,2062,T1 Compound Words,3,3,0,12/10/15,12/10/15,0,0,0,0,NULL,0,Yes,,
Close,OK6,Literacy,1/29/16,2063,T1 Phonemes,3,3,0,12/17/15,12/17/15,2,1,0,3,1.2,0,No,,
Close,OK4,Math,2/18/16,2064,T1 Rote Counting,5,5,0,1/14/16,2/18/16,7,1,0,8,2.2,0,Yes,,
Close,CH4,Math,2/1/16,2066,T1 Rote Counting,3,3,0,12/14/15,1/6/16,4,0,0,4,1.4,0,No,,
Close,CH4,Math,2/1/16,2068,T1 Number Symbols,7,7,0,12/14/15,1/6/16,5,0,0,5,1.5,0,No,,
Open,LP2,Literacy,NULL,1674,T1 Phonemes,6,6,0,11/30/15,3/7/16,14,4,0,18,4.3,1,Yes,,
Open,CH1,Literacy,NULL,2912,T1 Phonemes,4,4,0,2/29/16,3/7/16,2,1,0,3,1.21,0,No,,
Close,CH4,Literacy,2/1/16,2071,T1 Initial Sounds,6,6,0,12/15/15,1/28/16,5,0,0,5,2.1,0,No,,
Close,OK8,Math,2/4/16,2072,T1 Rote Counting,2,2,0,12/14/15,12/14/15,3,0,0,3,1.3,0,No,,
Close,OK8,Math,2/4/16,2073,T1 Number Symbols,4,4,0,12/14/15,12/14/15,3,0,0,3,1.3,0,No,,
